,Unnamed: 0,ID,Category,Artist,Title,Year,Image URL,Painting Info URL,Artist Info URL,rgb
71,71,577272d6edc2cb3880c69b39,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,1895,https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,https://www.wikiart.org/en/paul-cezanne/mont-sainte-victoire-3,https://www.wikiart.org/en/paul-cezanne,"[(157, 149, 83), (32, 68, 40), (193, 211, 193), (111, 63, 15)]"
72,72,57728a18edc2cb38800fd615,Romanticism,Charles Turner,Cyril Jackson,1811,https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,https://www.wikiart.org/en/charles-turner/cyril-jackson-1811,https://www.wikiart.org/en/charles-turner,"[(78, 74, 67), (190, 180, 163), (148, 148, 124), (148, 140, 140)]"
73,73,57728261edc2cb3880f7748f,Rococo,Canaletto,Perspective with a Portico,1765,https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,https://www.wikiart.org/en/canaletto/perspective-with-a-portico-1765,https://www.wikiart.org/en/canaletto,"[(70, 55, 49), (193, 160, 111), (153, 143, 132), (155, 156, 130)]"
74,74,57728108edc2cb3880f3227e,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,1785,https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,https://www.wikiart.org/en/dmitry-levitzky/portrait-of-countess-n-f-vorontsova,https://www.wikiart.org/en/dmitry-levitzky,"[(65, 43, 27), (184, 164, 127), (154, 144, 111), (150, 130, 116)]"
75,75,57728225edc2cb3880f6c23d,Art Informel,Julius Bissier,29.6.61 T,1961,https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,https://www.wikiart.org/en/julius-bissier/29-6-61-t-1961,https://www.wikiart.org/en/julius-bissier,"[(227, 219, 189), (67, 67, 49), (141, 131, 76), (126, 90, 54)]"
76,76,57727b79edc2cb3880e18fc4,Romanticism,George Stubbs,Mares and Foals in a River Landscape,1763-1768,https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,https://www.wikiart.org/en/george-stubbs/mares-and-foals-in-a-river-landscape-1768,https://www.wikiart.org/en/george-stubbs,"[(73, 59, 43), (189, 198, 192), (166, 167, 144), (168, 138, 96)]"
77,77,57728736edc2cb388006b406,Abstract Expressionism,William Turnbull,Horse,1954,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,https://www.wikiart.org/en/william-turnbull/horse-1954,https://www.wikiart.org/en/william-turnbull,"[(200, 190, 187), (49, 45, 40), (113, 95, 80), (95, 68, 52)]"
78,78,57728172edc2cb3880f46baf,Art Informel,Jean Rene Bazaine,Chicago (detail),1953,https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,https://www.wikiart.org/en/jean-rene-bazaine/chicago-detail-1953,https://www.wikiart.org/en/jean-rene-bazaine,"[(67, 27, 33), (216, 141, 107), (150, 161, 169), (76, 105, 153)]"
79,79,577270e8edc2cb3880bfa325,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,1981,https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,https://www.wikiart.org/en/jean-michel-basquiat/bird-on-money,https://www.wikiart.org/en/jean-michel-basquiat,"[(68, 60, 64), (203, 166, 110), (164, 162, 159), (102, 121, 163)]"
80,80,577279ceedc2cb3880dc81af,Expressionism,Franz Marc,Blue Fox,1911,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,https://www.wikiart.org/en/franz-marc/blue-fox-1911,https://www.wikiart.org/en/franz-marc,"[(85, 83, 53), (212, 159, 40), (77, 101, 170), (156, 174, 83)]"
81,81,57727802edc2cb3880d64fcf,Surrealism,Balthus,Children,1937,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,https://www.wikiart.org/en/balthus/children-1937,https://www.wikiart.org/en/balthus,"[(68, 60, 24), (208, 176, 124), (162, 165, 117), (157, 151, 142)]"
82,82,57727029edc2cb3880bd081a,High Renaissance,Pietro Perugino,The vision of St. Bernard,1493,https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,https://www.wikiart.org/en/pietro-perugino/the-vision-of-st-bernard,https://www.wikiart.org/en/pietro-perugino,"[(101, 82, 61), (205, 168, 116), (157, 170, 113), (164, 193, 154)]"
83,83,577283cbedc2cb3880fbda39,Abstract Expressionism,Aaron Siskind,Feet 102,1957,https://uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,https://www.wikiart.org/en/aaron-siskind/feet-102-1957,https://www.wikiart.org/en/aaron-siskind,"[(241, 241, 241), (18, 15, 15), (116, 116, 117), (124, 116, 120)]"
84,84,5772839fedc2cb3880fb4537,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",1885,https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,https://www.wikiart.org/en/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885,https://www.wikiart.org/en/henry-herbert-la-thangue,"[(129, 123, 70), (194, 203, 195), (48, 46, 35), (70, 57, 45)]"
85,85,57727f93edc2cb3880ee394c,Post-Impressionism,Stefan Luchian,Interior (Lorica),1913,https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,https://www.wikiart.org/en/stefan-luchian/interior-lorica-1913,https://www.wikiart.org/en/stefan-luchian,"[(176, 95, 42), (219, 210, 172), (170, 168, 157), (68, 40, 25)]"
86,86,57727ec7edc2cb3880ec220c,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",1933,https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,https://www.wikiart.org/en/yannoulis-chalepas/mercury-venus-and-pegasus-1933,https://www.wikiart.org/en/yannoulis-chalepas,"[(187, 186, 191), (44, 44, 44), (147, 146, 149), (131, 140, 138)]"
87,87,57727564edc2cb3880ce16c4,Realism,Vasily Perov,Last Journey,1865,https://uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,https://www.wikiart.org/en/vasily-perov/last-journey-1865,https://www.wikiart.org/en/vasily-perov,"[(106, 103, 90), (218, 228, 160), (175, 194, 143), (165, 175, 164)]"
88,88,57726e43edc2cb3880b694c1,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,1568,https://uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/parable-of-the-blind-1568,https://www.wikiart.org/en/pieter-bruegel-the-elder,"[(95, 86, 65), (207, 195, 182), (172, 176, 170), (152, 156, 176)]"
89,89,577282e6edc2cb3880f940ee,Surrealism,Brassai,"Couple kissing under the Pont au Double, Paris",1935,https://uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg,https://www.wikiart.org/en/brassai/couple-kissing-under-the-pont-au-double-paris-1935,https://www.wikiart.org/en/brassai,"[(66, 66, 65), (172, 173, 166), (147, 149, 142), (140, 140, 140)]"
90,90,57727f92edc2cb3880ee392c,Post-Impressionism,Stefan Luchian,Hair Washing,1912,https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,https://www.wikiart.org/en/stefan-luchian/hair-washing-1912,https://www.wikiart.org/en/stefan-luchian,"[(217, 197, 150), (95, 41, 26), (164, 116, 55), (107, 96, 50)]"
91,91,57728415edc2cb3880fca475,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,1622,https://uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,https://www.wikiart.org/en/artemisia-gentileschi/portrait-of-a-condottiero-1622,https://www.wikiart.org/en/artemisia-gentileschi,"[(88, 70, 49), (208, 169, 130), (168, 166, 146), (158, 156, 148)]"
92,92,57726e15edc2cb3880b5f006,Surrealism,Frida Kahlo,The Dream (The Bed),1940,https://uploads7.wikiart.org/images/magdalena-carmen-frieda-kahlo-y-calderón-de-rivera/the-dream-the-bed-1940.jpg,https://www.wikiart.org/en/frida-kahlo/the-dream-the-bed-1940,https://www.wikiart.org/en/frida-kahlo,
93,93,577286aaedc2cb388004e49a,Romanticism,Horace Vernet,The Emperor Napoleon I,1815,https://uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,https://www.wikiart.org/en/horace-vernet/the-emperor-napoleon-i-1815,https://www.wikiart.org/en/horace-vernet,"[(81, 67, 47), (208, 184, 159), (146, 144, 138), (167, 167, 158)]"
94,94,577287ceedc2cb3880082ecd,Neo-Expressionism,Henry Villierme,A Quiet Moment,1995,https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,https://www.wikiart.org/en/henry-villierme/a-quiet-moment-1995,https://www.wikiart.org/en/henry-villierme,"[(86, 92, 85), (224, 215, 194), (43, 153, 213), (167, 194, 182)]"
95,95,57727ca6edc2cb3880e542d2,Baroque,Esaias van de Velde,Ice on the moat entertainment,1618,https://uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,https://www.wikiart.org/en/esaias-van-de-velde/ice-on-the-moat-entertainment-1618,https://www.wikiart.org/en/esaias-van-de-velde,"[(182, 178, 166), (71, 49, 44), (118, 74, 58), (143, 105, 71)]"
96,96,577280e0edc2cb3880f28f46,Pop Art,Patrick Caulfield,Still Life with Dagger,1963,https://uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,https://www.wikiart.org/en/patrick-caulfield/still-life-with-dagger-1963,https://www.wikiart.org/en/patrick-caulfield,"[(95, 119, 142), (234, 217, 193), (67, 29, 31), (43, 199, 205)]"
97,97,577281f5edc2cb3880f62505,Cubism,F&#233;lix Del Marle,Study for a portrait of Jean Dupr&#233;,1913,https://uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg,https://www.wikiart.org/en/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913,https://www.wikiart.org/en/f-lix-del-marle,"[(103, 96, 73), (156, 171, 193), (193, 130, 68), (174, 181, 159)]"
98,98,5772832fedc2cb3880fa0ccf,Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,1915,https://uploads2.wikiart.org/images/helene-schjerfbeck/self-portrait-with-black-background-1915.jpg,https://www.wikiart.org/en/helene-schjerfbeck/self-portrait-with-black-background-1915,https://www.wikiart.org/en/helene-schjerfbeck,"[(191, 188, 168), (28, 28, 32), (101, 73, 46), (125, 107, 56)]"
99,99,57728067edc2cb3880f1288d,Cubism,Andr&#233; Lhote,Le Port de Bordeaux,1915,https://uploads5.wikiart.org/images/andr-lhote/le-port-de-bordeaux-1915.jpg,https://www.wikiart.org/en/andr-lhote/le-port-de-bordeaux-1915,https://www.wikiart.org/en/andr-lhote,"[(177, 165, 162), (65, 70, 77), (143, 107, 64), (98, 73, 52)]"
